1602535147,869696256,0,0,0,0,0,0,1
1602535154,269939712,-0.0226662,-0.00310208,0.02971,-0.00751214,-0.0448759,-0.0231168,0.998697
1602535155,170235904,-0.0171218,0.00976099,0.229645,-0.0584944,-0.00326604,-0.0329903,0.997737
1602535155,668708608,0.00111232,0.00883335,0.443278,-0.0339934,0.0313724,-0.00749248,0.998901
1602535156,169743616,0.00134605,0.0219645,0.646811,-0.00361011,0.0183415,0.00442162,0.999815
1602535157,169651968,0.0032771,0.0342596,0.396404,0.0250332,-0.0219319,0.00308205,0.999441
1602535158,569079296,0.0074521,0.00305587,0.625696,0.0171475,-0.0184653,0.0202914,0.999476
1602535159,69767168,0.0128587,-0.00890212,0.835786,0.0526636,0.018278,0.0193309,0.998258
1602535160,69600512,-0.020828,0.0134468,0.604063,0.059623,-0.0195037,0.0175144,0.997877
1602535160,569490688,-0.0283571,0.0156201,0.388493,0.031147,-0.0625937,0.0076953,0.997523
1602535161,669022976,0.033888,-0.202469,0.458051,-0.0163567,-0.0505851,0.0020904,0.998584
1602535162,169638912,0.0992633,-0.390848,0.559382,0.0227739,-0.010647,-0.02995,0.999235
1602535162,468310784,0.12153,-0.454111,0.544605,0.0113044,0.0020547,0.0186578,0.99976
1602535162,870045696,0.133646,-0.405897,0.553903,0.0492821,0.0109355,0.0621539,0.996789
1602535163,271223040,0.106827,-0.224334,0.585125,0.0647109,0.019702,-0.00399392,0.997702
1602535163,371598080,0.107213,-0.151689,0.588602,0.0417321,0.014463,-0.0502168,0.997761
1602535163,570525952,0.106356,-0.00905983,0.553181,0.0194731,0.000841855,-0.100875,0.994708
1602535163,767961856,0.0958915,0.092385,0.554216,0.0792908,-0.0223023,-0.0728832,0.993933
1602535163,966737152,0.0667142,0.172686,0.565469,0.0563984,-0.0220972,-0.0104431,0.998109
1602535164,168108032,0.0414062,0.251318,0.547867,0.0549787,-0.0364456,0.0359317,0.997175
1602535164,571319296,0.0149448,0.332779,0.590725,0.036444,0.00861139,0.0364223,0.998635
1602535164,870903552,0.0158658,0.30041,0.582212,-0.0180045,0.00799015,-0.0138769,0.99971
1602535165,70096640,0.035757,0.229604,0.568149,-0.0227041,0.015428,-0.0611328,0.997752
1602535165,368545536,0.0918443,0.0515998,0.574914,-0.0149334,0.00492576,-0.109105,0.993906
1602535165,667992832,0.132408,-0.153445,0.561094,-0.00263414,3.60873e-05,-0.120944,0.992656
1602535165,967797760,0.11083,-0.341754,0.564636,0.011226,-0.00154233,-0.0585703,0.998219
