1602535147,964478591,0.0550469,-0.169085,-10.3243,0.00201053,-0.000110889,0.00263374
1602535147,964653069,0.0705697,-0.18712,-10.3531,0.00176316,0.000331155,0.00294775
1602535147,970698969,-0.029405,-0.198394,-10.4301,0.00171894,-0.0013102,0.00297533
1602535147,970919329,-0.00924625,-0.185237,-10.4612,0.00247261,-0.00237688,0.00301935
1602535147,971106195,0.0919948,-0.174734,-10.4186,0.00223958,-0.0040349,0.00331039
1602535147,976715208,-0.00510646,-0.173787,-10.368,0.00124376,-0.00595696,0.00358351
1602535147,976952559,0.00923398,-0.159505,-10.3657,0.00163546,-0.0070907,0.00339165
1602535147,982937914,0.0833355,-0.159366,-10.3998,0.00250307,-0.00534111,0.0034046
1602535147,983176590,-0.0419897,-0.181588,-10.4917,0.00227317,-0.00301654,0.00368218
1602535147,983392215,-0.00220911,-0.185281,-10.4615,0.00232003,-0.000774148,0.00372232
1602535147,988834520,0.0439769,-0.172282,-10.4073,0.00358285,-0.000718039,0.00378732
1602535147,989067706,0.000892739,-0.155186,-10.408,0.00231099,-0.00175191,0.00363895
1602535147,994627135,-0.0113864,-0.176281,-10.4247,0.000859558,-0.00174174,0.00327831
1602535147,994950680,0.0723202,-0.183393,-10.4214,0.000510808,-0.000755309,0.00317694
1602535148,871311,-0.0235082,-0.186305,-10.436,0.00189463,0.00149357,0.00325949
1602535148,1078615,-0.0187,-0.183772,-10.4627,0.00268654,0.0028573,0.00303604
1602535148,1273035,0.0869048,-0.16905,-10.4378,0.00117728,0.00256976,0.00236582
1602535148,6687285,0.0178137,-0.166316,-10.4291,0.00189696,-0.000870497,0.00287672
1602535148,6841371,-0.00801445,-0.170256,-10.4292,0.00222003,0.000171166,0.00273981
1602535148,12866995,0.0330484,-0.183163,-10.4647,0.00117459,0.000941386,0.00249868
1602535148,13007982,0.0559726,-0.180373,-10.4506,0.00129087,0.00209175,0.0034415
1602535148,13124514,-0.0567696,-0.164318,-10.4039,0.00130346,0.00191804,0.00326729
1602535148,18796619,0.0231549,-0.161162,-10.3669,0.00034946,0.000217244,0.00315487
1602535148,18913939,0.00353474,-0.192794,-10.4072,0.0010864,0.00425263,0.0028018
1602535148,24684001,-0.107232,-0.203225,-10.4457,0.00201535,0.00495251,0.00277852
