1602535147,869696256,0,0,0,0,0,0,1
1602535147,969542912,0.0038362,-0.0010944,0.00338706,-0.00017853,-0.000233979,0.000157911,1
1602535148,69382144,0.00480016,-0.00197536,0.004455,-0.000266457,-0.000207413,0.000327003,1
1602535148,169380096,0.00479744,-0.00248894,0.00644757,-0.000444824,-0.000270877,0.000362473,1
1602535148,269391360,0.00550774,-0.00273851,0.00687905,-0.000625123,-0.000299091,0.000510597,1
1602535148,369392384,0.00513849,-0.00326185,0.00620273,-0.000792227,-0.000241182,0.000519423,1
1602535148,469409792,0.00423361,-0.00270769,0.00694633,-0.000822784,-0.000289287,0.000567869,0.999999
1602535148,569425408,0.00355083,-0.00235317,0.00671061,-0.000921916,-0.000346233,0.000674881,0.999999
1602535148,669336064,0.0035514,-0.00205005,0.00748785,-0.00117347,-0.000368678,0.000705155,0.999999
1602535148,769305344,0.00314166,-0.00200659,0.00777076,-0.00110331,-0.000416839,0.000749289,0.999999
1602535148,869374464,0.00330145,-0.0013578,0.00707039,-0.00106315,-0.000474767,0.000672563,0.999999
1602535148,969485056,0.00434355,-0.00106131,0.00702765,-0.0011347,-0.000483483,0.000723271,0.999999
1602535149,69634304,0.00470033,-0.00168915,0.00691414,-0.00126997,-0.000556751,0.000776835,0.999999
1602535149,169763840,0.00390915,-0.0023204,0.00638642,-0.00114875,-0.000476831,0.000694064,0.999999
1602535149,269863424,0.00486406,-0.00221457,0.00662794,-0.00114951,-0.000516496,0.00072129,0.999999
1602535149,369872128,0.00493394,-0.00232736,0.00636937,-0.0011798,-0.000639538,0.000788446,0.999999
1602535149,469996288,0.00533636,-0.00256928,0.00588237,-0.00113002,-0.000855266,0.000648825,0.999999
1602535149,570027776,0.00593606,-0.00269576,0.0051113,-0.00117605,-0.000902939,0.000632589,0.999999
1602535149,669879296,0.00639844,-0.00304224,0.00435272,-0.00124916,-0.00102609,0.000591324,0.999999
1602535149,769572096,0.00725571,-0.00287261,0.0044527,-0.00137364,-0.0011572,0.000548716,0.999998
1602535149,869270528,0.00682999,-0.00270659,0.00359067,-0.00134605,-0.00112698,0.000516099,0.999998
1602535149,969033216,0.0068553,-0.00366198,0.00377049,-0.00134232,-0.00114239,0.0005818,0.999998
1602535150,68962048,0.00669401,-0.00287011,0.00422664,-0.00135912,-0.00130687,0.000598732,0.999998
1602535150,169049088,0.00635331,-0.00308406,0.00333722,-0.00127369,-0.0012581,0.000554689,0.999998
1602535150,269206016,0.00637653,-0.00294493,0.00347823,-0.00138324,-0.00132255,0.000797268,0.999998
1602535150,369245440,0.00557176,-0.0028715,0.00274427,-0.00136398,-0.00130736,0.000849674,0.999998
1602535150,469184000,0.00459445,-0.00294901,0.00305247,-0.00129716,-0.00125975,0.00101761,0.999998
1602535150,569229312,0.00439698,-0.00190878,0.00358752,-0.00118977,-0.00122691,0.00115846,0.999998
1602535150,669316608,0.00462619,-0.00248251,0.00337506,-0.00128165,-0.00114332,0.00100194,0.999998
1602535150,769381632,0.00416363,-0.0021516,0.00301286,-0.00119539,-0.0012029,0.00109371,0.999998
1602535150,869476864,0.0046291,-0.00260365,0.00454846,-0.00136621,-0.00121465,0.00117451,0.999998
1602535150,969526016,0.00385616,-0.00226587,0.00501083,-0.00133417,-0.00116296,0.00125106,0.999998
1602535151,69522432,0.00424129,-0.00266492,0.00397817,-0.00128392,-0.00101476,0.00113768,0.999998
1602535151,169600256,0.0038916,-0.0033609,0.00512401,-0.00133449,-0.00102183,0.00115014,0.999998
1602535151,269683200,0.00482703,-0.00271007,0.00525268,-0.00133365,-0.00100309,0.00117157,0.999998
1602535151,369721344,0.00406883,-0.00289832,0.00464247,-0.00136355,-0.000991741,0.00116455,0.999998
1602535151,469745664,0.00474471,-0.00231001,0.00426552,-0.00129073,-0.000942022,0.00123713,0.999998
1602535151,569763072,0.00442798,-0.00356503,0.00517519,-0.00134586,-0.000927597,0.00118674,0.999998
1602535151,669637120,0.0051615,-0.00259527,0.00550932,-0.00133993,-0.000932216,0.00121476,0.999998
1602535151,769469184,0.00475099,-0.00346984,0.0056728,-0.00142672,-0.000934374,0.00121591,0.999998
1602535151,869422848,0.00347328,-0.00264957,0.00573882,-0.00145768,-0.001032,0.00119224,0.999998
1602535151,969360896,0.00307108,-0.00239767,0.0063468,-0.00137043,-0.000931243,0.00120143,0.999998
1602535152,69229056,0.0036822,-0.00263269,0.00560756,-0.00131172,-0.000944723,0.00124824,0.999998
1602535152,169148416,0.00494242,-0.00285699,0.00543287,-0.00128054,-0.000875469,0.00127352,0.999998
1602535152,269251072,0.00549177,-0.00253468,0.00469884,-0.00127826,-0.000926797,0.00131542,0.999998
1602535152,369507584,0.00468885,-0.00305676,0.00490531,-0.00133872,-0.00097255,0.00127346,0.999998
1602535152,469646592,0.00456996,-0.00354543,0.00432634,-0.00131121,-0.00110912,0.00124369,0.999998
1602535152,569696768,0.00380615,-0.00393259,0.00474887,-0.00137917,-0.00109974,0.00115744,0.999998
1602535152,669752320,0.00367138,-0.00410499,0.00381501,-0.00126377,-0.00105594,0.0012034,0.999998
1602535152,769699584,0.00325379,-0.00347454,0.00316831,-0.00125256,-0.00105309,0.00120505,0.999998
